repo,sha,start_ts,end_ts,lead_time_min
Kalana-Bimsara/Dental-Full-Stack-Researchh,ee9b3a56fb95832a5f3b70cf55ba824b191b6510,2026-03-02T00:27:44+05:30,2026-03-02T00:32:21+05:30,4.62
