repo,sha,start_ts,end_ts,lead_time_min
Kalana-Bimsara/Dental-Full-Stack-Researchh,c72cd0e2a65a150fc17d8640832be14cd439f800,2026-02-22T14:28:23+05:30,2026-02-22T14:31:47+05:30,3.40
