repo,sha,start_ts,end_ts,lead_time_min
Kalana-Bimsara/Dental-Full-Stack-Researchh,a06418b171d3d8e6580a746b483eaab367f16cda,2026-02-20T12:39:04+05:30,2026-02-20T12:42:23+05:30,3.32
