repo,sha,start_ts,end_ts,lead_time_min
Kalana-Bimsara/Dental-Full-Stack-Researchh,a8e7ed7daa50d7aa436c8d07b4ad7ee786c4c5b2,2026-05-06T11:59:13+05:30,2026-05-06T12:15:30+05:30,16.28
