repo,sha,start_ts,end_ts,lead_time_min
Kalana-Bimsara/Dental-Full-Stack-Researchh,0d90c85dfa146853d2115f4cafeb2d8c79f8b7e0,2026-02-13T18:21:50+05:30,2026-02-13T18:26:35+05:30,4.75
