repo,sha,start_ts,end_ts,lead_time_min
Kalana-Bimsara/Dental-Full-Stack-Researchh,4add7b52e2ea3cd99543bd9b26cb43fe92720078,2026-02-23T15:48:55+05:30,2026-02-23T15:53:30+05:30,4.58
