repo,sha,start_ts,end_ts,lead_time_min
Kalana-Bimsara/Dental-Full-Stack-Researchh,2a0ea11c304e285ac8a7f33717b7ece3ac9a7f1b,2026-02-20T22:36:55+05:30,2026-02-20T22:41:35+05:30,4.67
