repo,sha,start_ts,end_ts,lead_time_min
Kalana-Bimsara/Dental-Full-Stack-Researchh,bab05c20461794ec71240323b5546abf04acda8f,2026-02-19T23:31:50+05:30,2026-02-19T23:41:51+05:30,10.02
