repo,sha,start_ts,end_ts,lead_time_min
Kalana-Bimsara/Dental-Full-Stack-Researchh,0c8f4a21027e4633ee9d42c983e156c6d6402f4d,2026-02-23T13:50:42+05:30,2026-02-23T13:56:05+05:30,5.38
