repo,sha,start_ts,end_ts,lead_time_min
Kalana-Bimsara/Dental-Full-Stack-Researchh,ea40772ccbc5de69049e349e9f0a0462830646f1,2026-02-21T00:22:41+05:30,2026-02-21T00:26:05+05:30,3.40
