repo,sha,start_ts,end_ts,lead_time_min
Kalana-Bimsara/Dental-Full-Stack-Researchh,94f4ec23d2498594a58520df285c541e43dcc3df,2026-02-20T20:44:41+05:30,2026-02-20T20:47:52+05:30,3.18
