repo,sha,start_ts,end_ts,lead_time_min
Kalana-Bimsara/Dental-Full-Stack-Researchh,f34b0a742cfabe6424ff3dd12351dd94e8e77601,2026-02-23T15:20:53+05:30,2026-02-23T15:25:38+05:30,4.75
