repo,sha,start_ts,end_ts,lead_time_min
Kalana-Bimsara/Dental-Full-Stack-Researchh,fcf947b5ce6ae81535a8af190174ab7e181eb592,2026-02-23T14:01:39+05:30,2026-02-23T14:04:37+05:30,2.97
